id	True_caption	LlavaCaptioner_caption	rouge-1-p	rouge-1-r	rouge-1-f1	rouge-2-p	rouge-2-r	rouge-2-f1	rouge-l-p	rouge-l-r	rouge-l-f1	distilbert-base-uncased-bertscore-p	distilbert-base-uncased-bertscore-r	distilbert-base-uncased-bertscore-f1	bleu_precision	meteor_score
145	The work is composed of a large central panel depicting the Annunciation, and two side panels with St. Ansanus (left), and female saint, generarally identified with St. Maxima or St. Margaret, in the right, and four tondos in the cusps: Jeremiah, Ezechiel, Isiah and Daniel. The Annunciation shows the archangel Gabriel entering the house of the Virgin Mary to tell her that she will soon bear the child Jesus, whose name means "savior". Gabriel holds an olive branch in his hand, a traditional symbol of peace, while pointing at the Holy Ghost's dove with the other. The dove is descending from heaven, from the center of the mandorla of eight angels above, about to enter the Virgin's right ear. The angel's mantle shows a detailed "tartar cloth" pattern and fine gilt feathers. Mary, sitting on a throne, is portrayed at the moment that she is startled out of her reading, reacting with a graceful and composed reluctance, looking with surprise at the celestial messenger. Her dress has an arabesque-like pattern. At the sides, the two patrons saints of the cathedral are separated by the central scene by two decorate twisting columns. The background, completely gilt, has a vase of lilies, an allegory of purity often associated to the Virgin Mary. The use of a Gothic line, plus such realistic elements as the book, the vase, the throne, the pavement in perspective, the realistic action of the two figures and their subtle nuances of character are a substantial detachment from the bi-dimensionality typical of Byzantine art.	The image features a painting of a woman sitting on a bench, with a man kneeling in front of her. The woman is holding a book, and there is a bird nearby. The painting is set in a beautifully decorated environment, with a gold background and intricate details. The scene appears to be a religious or spiritual setting, with the woman possibly representing Mary.	0.09937888198757763	0.37209302325581395	0.15686274177095355	0.024896265560165973	0.0967741935483871	0.0396039571410213	0.09937888198757763	0.37209302325581395	0.15686274177095355	0.8135284185409546	0.7289160490036011	0.7689014673233032	0.0	0.09187939038199455
146	In the middle of the fresco Guidoriccio da Fogliano, a condottiero (mercenary officer) and commander of the Sienese troops, is depicted on horseback. He is shown in profile with a Field Marshal’s baton in his  hand. To the right of the central figure of Guidoriccio there is a siege engine with the flag of the Sienese Republic in top. Further to the right there is a group of tents at the foot of a hill, with white and black flags and pennants flying.	A man riding a horse in front of a castle.	0.057692307692307696	0.3333333333333333	0.09836065322225215	0.013333333333333334	0.1111111111111111	0.023809521896258658	0.057692307692307696	0.3333333333333333	0.09836065322225215	0.770427942276001	0.6747938394546509	0.7194467782974243	0.0	0.04975366264747827
151	It displays the gilded, decorated background typical of Byzantine devotional paintings, while Mary is dressed in a blue robe with gold lined edging. He is burly, and far too large for a newborn child. Mary is described by scholars as an Eleusa icon because of the tender manner in which the child is nestled against her cheek, setting the image as an intimate portrayal of the bond between mother and child. Her head is tilted towards her son and embraces his forehead and cheek almost as if in a kiss, while her arms warmly cradle him. He has one leg bent and another extended towards her, while his right arm is held upright and intimately holds her chin from below. A number of oddities in the different versions indicate that the many Italian versions came from a single source; primarily the closeness of the two figures' faces, their seeming embrace, as well as the unusual concentration of the child's facial features in a small portion of his head, which gives him an unusually long forehead.	The image depicts a woman holding a baby in her arms. The woman is wearing a gold and red dress, and she is positioned in the center of the scene. The baby is being held close to her chest, and the woman appears to be looking down at the child. The scene is set against a backdrop of gold and red colors, giving it a warm and inviting atmosphere.	0.11016949152542373	0.30952380952380953	0.1624999961281251	0.023952095808383235	0.06060606060606061	0.034334759888007264	0.1016949152542373	0.2857142857142857	0.14999999612812512	0.820945143699646	0.745493471622467	0.7814021110534668	0.0	0.1515242071560753
159	The work portrays six trees along a riverbank, a metaphor for the principled seclusion of virtuous gentlemen in an era of violent upheaval and foreign occupation. The result was a sparse landscape in which six old trees stand on a small bank in the lower foreground, across an expanse of water from some distant hills in the background.	The image is a painting of a forest with trees and a body of water. The trees are depicted in various stages of growth, with some appearing to be dead. The painting is done in black ink, giving it a more dramatic and artistic appearance. The scene is set against a backdrop of mountains, adding to the overall beauty of the landscape.	0.22727272727272727	0.23809523809523808	0.232558134537588	0.017857142857142856	0.01639344262295082	0.01709401210314997	0.20454545454545456	0.21428571428571427	0.20930232058409964	0.795255184173584	0.7777721881866455	0.7864165306091309	0.0	0.23035163217349452
174	The painting includes compartments divided into two panels surmounted by cusps, each sharing a golden background. The central painting depicts the Virgin, on a throne barely under her dress  visible, on the right, and a hovering Angel of the Annunciation on the left. Behind her are parts of a house, including a double mullioned window, while next to her head is the Holy Ghost dove.	The image features a series of paintings depicting religious figures. There are five paintings in total, each showcasing a different religious figure. The figures are arranged in a row, with the first painting on the left side, the second painting in the middle, and the remaining three paintings on the right side. The religious figures are portrayed in various poses and expressions, creating a visually engaging and meaningful display.	0.2	0.22727272727272727	0.21276595246717986	0.031746031746031744	0.03076923076923077	0.031249995001221505	0.16	0.18181818181818182	0.17021276097781818	0.8120042085647583	0.7860718965530396	0.7988276481628418	0.0	0.22110961768219833
197	The Three Marys at the Tomb is a c. They are shown grieving at the site of the entombment of Christ, shown to the left of the tomb, under a hill of jagged rock. To the left are three soldiers, each carrying weapons, one of whom is asleep. The painting is made up of a series of parallel diagonal lines, most dominant are those between the Virgin and the angel, the angel's pathway, the lengths of the tomb, and the positions of the soldiers. The landscape contains buildings that resembles those in Jerusalem. The sky above the city contains a small passage showing a flock of birds, the earliest depiction in Flemish painting, although seen again in the "Hermits" panel of the Ghent Altarpiece.	The image depicts a group of four women dressed in red and white robes, standing together and holding books. They appear to be nuns, and they are all wearing veils. The women are positioned in a line, with each woman holding a book in her hands. The scene is reminiscent of a religious ceremony or a gathering of nuns.	0.1282051282051282	0.22727272727272727	0.16393442161784477	0.008695652173913044	0.017241379310344827	0.011560689184404805	0.1282051282051282	0.22727272727272727	0.16393442161784477	0.7890934944152832	0.7491656541824341	0.7686113715171814	0.0	0.12648809523809523
201	It depicts three angels sitting at a table. On the table, there is a cup containing the head of a calf. In the background, Rublev painted a house (supposedly Abraham's house), a tree (the Oak of Mamre), and a mountain (Mount Moriah).	The image depicts a painting of three men sitting around a table, with a bowl in the center. The men are dressed in blue robes, and they appear to be engaged in a conversation or a shared meal. The scene is set in a room with a chair visible in the background. The painting captures the essence of a gathering or a social event, with the men sitting close to each other and enjoying each other's company.	0.2647058823529412	0.1875	0.21951219026769792	0.024390243902439025	0.014084507042253521	0.017857138215881307	0.23529411764705882	0.16666666666666666	0.1951219463652589	0.7842793464660645	0.7785592079162598	0.7814088463783264	0.0	0.2376910016977929
213	The central panel depicts the Incoronation of the Virgin and, in the lower part, a Trinity and a choir of musician angels. This scene was inspired to the Byzantine mosaics that Gentile had seen at Venice in St. Mark's Basilica, as shown by the figures floating in the air and the shining gold background. The four side panels show figures of saints: from the left are Saint Jerome, with a model of the church in his  hands, Saint Francis of Assisi, Saint Dominic and Mary Magdalene. The figures are located in a garden whose botanic species are painted in deep detail.	The image features a large, ornate painting on a wall, depicting a scene of people and religious figures. The painting is divided into several sections, each showcasing different elements of the story. The people in the painting are dressed in various styles, and some are holding books, adding to the intricate details of the artwork. The painting is displayed in a room with a cathedral-like atmosphere, emphasizing the importance and grandeur of the artwork.	0.15492957746478872	0.22916666666666666	0.18487394476661265	0.05102040816326531	0.07352941176470588	0.0602409590187259	0.1267605633802817	0.1875	0.15126049938846142	0.7935943603515625	0.7617708444595337	0.7773570418357849	0.0	0.20435967302452315
216	The work is in a huge gilded and carved frame, with three cusps covered placed on jutting  corbels. The three arches are decorated with vegetable motifs; over them are three panels (whose upper frame is lost), containing the paintings, from the left, of the Angel of the Annunciation, the Blessing Christ between Cherubims and the Annunciation. At the side are two piers with twisting columns on the edges, with paintings of prophets. In the lower part is the predella, with six small paintings of the Episodes of the Lives of St. Benedict and St. Bernard of Clairvaux. The central painting within the three arcades shows the Coronation of the Virgin set in Paradise (alluded by the blue starred belts), with two rows of saints at the sides and a large number of angels behind the throne of Jesus and the Madonna.	The image features a large painting of a religious scene, depicting a group of people gathered around a man and a woman. The man and woman are positioned in the center of the painting, with the man appearing to be kissing the woman. The painting is set against a backdrop of a building, possibly a church.  There are numerous people in the painting, with some standing closer to the man and woman, while others are positioned further away. The people in the painting are of various sizes and are spread throughout the scene, creating a sense of depth and complexity.	0.1348314606741573	0.22641509433962265	0.1690140798284072	0.022388059701492536	0.03409090909090909	0.027027022241702007	0.1348314606741573	0.22641509433962265	0.1690140798284072	0.7859970927238464	0.7460517287254333	0.7655036449432373	0.0	0.1783398184176394
217	The scene is a combination of the traditional iconography of the Nativity of Jesus in art and that of the Madonna of Humility, with Mary portrayed in the foreground while sitting on a lawn. In the background are also Joseph (left, sleeping in order to underline his marginal role in the birth of Jesus), the hut with the donkey and the ox and, farther behind, the annunciation to the shepherds. Typical examples of Gentile's attention to detail are the lawn in the foreground and the rendering of the decoration of Jesus' sheet.	The image features a painting of a woman, possibly Mary, holding a baby. She is surrounded by several other figures, including a man and a horse. The woman appears to be praying, with her hands clasped together. The painting is set against a backdrop of a mountainous landscape.	0.12280701754385964	0.1891891891891892	0.14893616543911287	0.0	0.0	0.0	0.12280701754385964	0.1891891891891892	0.14893616543911287	0.7982624173164368	0.756172776222229	0.776647686958313	0.0	0.10080645161290323
291	The central group with the Madonna and Child is surrounded by eight adoring angels depicted in smaller size. The saints Thomas of Aquino, Barnabas, Dominic and Peter of Verona are at the sides: these were three saints of the Dominican Order (the same owning the convent) and the namesake of  Barnaba degli The naked Child is shown while grasping two flowers: a white rose, symbol of purity, and a red one, a forecast of his future passion connected with the Eucharist: the panel was in fact painted for the church's high altar, where the celebration of this sacrament occurs.	The image depicts a painting of a group of people, including a woman and a baby, with a large statue of Mary in the center. The people are gathered around the statue, with some standing closer to the statue and others further away. The painting is set in a beautiful outdoor setting, with a bench visible in the foreground. The scene is reminiscent of a religious gathering or a celebration of Mary.	0.1506849315068493	0.24444444444444444	0.1864406732476301	0.020833333333333332	0.029850746268656716	0.024539872458881604	0.1506849315068493	0.24444444444444444	0.1864406732476301	0.7859572172164917	0.7489453554153442	0.7670050859451294	0.0	0.17738121363539172
298	Among the most common subjects of painting in churches, it is found more often on walls. In the top centre of the picture, Christ sits in judgement on a white throne surrounded by angels, Mary, John, and the saints. Christ is shown as judge of the living and dead, his left hand pointing down to Hell, his right up to Heaven. On Christ's right hand is paradise, with angels leading the saved through a beautiful garden into a shining city. In the middle are the broken tombs of the risen dead, come out of their graves to be finally judged. On Christ's left demons drive the damned into Hell, where the wicked are tormented. At the very bottom Satan chews on three of the damned, and grasps two others.	The image depicts a large, intricate painting of a woman, possibly Mary, surrounded by a crowd of people. The painting is set against a blue background, and the woman is positioned in the center of the scene. The people surrounding her are of various sizes and are spread throughout the painting, creating a sense of depth and complexity. The painting is reminiscent of a stained glass window, with the colors and details of the people and the woman's clothing adding to the overall beauty of the artwork.	0.14606741573033707	0.24528301886792453	0.18309858687066072	0.024390243902439025	0.0375	0.029556645470650386	0.12359550561797752	0.20754716981132076	0.15492957278615366	0.7824166417121887	0.7430512309074402	0.7622260451316833	0.0	0.2007372805737054
306	Probably executed between c. 1438–40, it depicts the Virgin Mary holding the Child Jesus in a Gothic cathedral. Mary is presented as Queen of Heaven wearing a jewel-studded crown, cradling a playful child Christ who gazes at her and grips the hem of her red dress in a manner that recalls the 13th-century Byzantine tradition of the Eleusa icon (Virgin of Tenderness). Tracery in the arch at the rear of the nave contains wooden carvings depicting episodes from Mary's life, while a faux bois sculpture in a niche shows her holding the child in a similar pose. In a doorway to the right, two angels sing psalms from a hymn book. The panel contains closely observed beams of light flooding through the cathedral's windows. It illuminates the interior before culminating in two pools on the floor. On her head is an elaborately tiered and jeweled crown and in her arms she carries the infant Jesus, his feet resting on her left hand. Swaddled in a white cloth from hips trailing down beyond his feet, his hand rests on her neckline clutching the jeweled hem of his mother's dress. Further depictions of Mary are found in the church background. They include a statue of the Virgin and Child positioned between two lit candles in the choir screen behind the main figures, and to the right two angels stand in the choir singing her praises (perhaps singing the hymn inscribed on the frame). Above her is an annunciation relief, and in the recessed bay a relief depicting her coronation; the crucifixion is shown on the rood. Several different building phases can be seen in the arched gallery, while the choral balcony and transept are depicted in a more contemporary style than the nave. Closely detailed beams of light spill through the high windows and illuminate the interior, filling the portal and flowing across the tiled floors before it hits the clerestory windows. Shadows cast by the cathedral can be seen across the choir steps and near aisle.	The image features a woman dressed in a blue gown, holding a baby in her arms. She is wearing a crown, which adds a regal touch to the scene. The woman is standing in a hallway, surrounded by several other people. The overall atmosphere of the image suggests a sense of importance or a special occasion.	0.06598984771573604	0.325	0.10970463854439289	0.019801980198019802	0.1111111111111111	0.03361344281053618	0.06598984771573604	0.325	0.10970463854439289	0.8094971776008606	0.7125420570373535	0.7579315900802612	0.0	0.057932263814616754
313	The Madonna of Humility, with the Virgin sitting on a cushion over the ground, was a common theme in early 15th century western  painting. She is holding the Child on her knees, above a richly decorated gilt cloth.	The image features a beautiful painting of a woman holding a baby. The woman is wearing a black dress and is positioned in the center of the painting. The baby is lying in her arms, and the woman appears to be cradling the child. The painting is rich in detail, and the colors are vibrant, making it an impressive piece of art.	0.2727272727272727	0.23684210526315788	0.2535211217853601	0.0	0.0	0.0	0.2727272727272727	0.23684210526315788	0.2535211217853601	0.7918944358825684	0.7786370515823364	0.7852098345756531	0.0	0.20833333333333334
314	The painting depicts the Madonna with Child crowned by two flying angels, sitting inside a rose garden in typical late Gothic style. The painter put a great attention in the representation of vegetables and birds, including the quail in the foreground, which gives its name to the painting. The heavenly appearance of the scene is enhanced by the gilt background.	The image depicts a beautiful painting of a mother holding her child. The mother is wearing a blue dress, and the child is being held close to her chest. The painting is set against a backdrop of flowers, adding a touch of elegance to the scene. The mother and child are surrounded by a variety of birds, which are scattered throughout the painting, adding a sense of life and movement to the artwork.	0.2826086956521739	0.3023255813953488	0.29213482646635525	0.05172413793103448	0.043478260869565216	0.04724408952569958	0.2826086956521739	0.3023255813953488	0.29213482646635525	0.8176195025444031	0.8068283200263977	0.8121880888938904	0.0	0.2862497024113186
319	The three panels represent, from left to right, the donors kneeling in prayer in a garden, the moment of the Annunciation to Mary, which is set in a contemporary, domestic setting, and Saint Joseph, a carpenter with the tools of his trade. The many elements of religious symbolism include the lily and fountain (symbolising the purity of Mary), and the Holy Spirit represented by the rays of light coming falling from the left hand window. The wings contain views of the city of Liège, in today's Belgium.	The image depicts a painting of two women, one dressed in red and the other in blue, sitting together in a room. They are surrounded by various objects, including a dining table, a chair, a vase, and a bowl. The room also features a fireplace, adding warmth and coziness to the scene. The women appear to be engaged in conversation or enjoying each other's company.	0.13333333333333333	0.16326530612244897	0.14678898587660988	0.023809523809523808	0.03125	0.02702702211833544	0.13333333333333333	0.16326530612244897	0.14678898587660988	0.7671945095062256	0.7332533597946167	0.7498400211334229	0.0	0.16582914572864324
344	Portrait of a Fat Man (or Portrait of a Stout Man or Portrait of Robert de Masmines) are names given to two near-identical oil on panel paintings attributed to the Early Netherlandish artist Robert Campin. The man has an alert appearance and intelligent, reasoned eyes, and the close cropping against a light coloured background seems deliberate, probably intended to convey the weight of his personal presence and charisma.	The image features a man with a beard and mustache, wearing a brown robe. He appears to be a religious figure, possibly a monk, with a stern expression on his face. The man is looking directly at the viewer, capturing their attention. The robe he is wearing is brown, and his beard and mustache are clearly visible.	0.16981132075471697	0.225	0.19354838219447348	0.015625	0.018518518518518517	0.016949147578283554	0.16981132075471697	0.225	0.19354838219447348	0.7767758369445801	0.7259734869003296	0.7505159378051758	0.0	0.1813544946768631
347	The painting is part of a cycle on the life of Saint Peter, and describes a scene from the Gospel of Matthew, in which Jesus directs Peter to find a coin in the mouth of a fish in order to pay the temple tax.	The image depicts a group of people, including Jesus, gathered together in a mountainous area. The people are dressed in various attire, with some wearing red and others wearing blue. The scene appears to be a religious gathering or a painting of a historical event. The people are standing close to each other, with some of them holding hands, creating a sense of unity and connection.	0.25	0.1702127659574468	0.20253164074987992	0.023809523809523808	0.016129032258064516	0.019230764415681677	0.21875	0.14893617021276595	0.1772151850536774	0.7155846357345581	0.7457123398780823	0.730337917804718	0.0	0.2309236947791165
354	Head of a Walrus (German: Kopf eines Walrosses) is a 1521 pen drawing and watercolour by the German artist Albrecht Dürer. it looks more like a hairless puppy with tusks.	The image features a large, detailed drawing of a tiger with its mouth open. The tiger's mouth is filled with teeth, and its tongue is sticking out. The drawing is quite intricate, capturing the tiger's features and expressions. The tiger appears to be the main focus of the image, with its mouth being the most prominent element.	0.25	0.19444444444444445	0.21874999507812512	0.034482758620689655	0.018518518518518517	0.024096380995791245	0.25	0.19444444444444445	0.21874999507812512	0.7380770444869995	0.7031701803207397	0.7202009558677673	0.0	0.15706806282722513
356	The central panel shows the Madonna enthroned with two angels and the child Jesus eating some vine, as a symbol of the Eucharist. The halo of the Madonna bears the Shahada written backwards. The left panel depicts Saint Bartholomew and Saint Blaise, and the right panel depicts Saint Anthony and Saint Juvenal (Giovenale). The left and right panels show a marked influence of 14th century models, while the complex perspective of the centre panel would have been something new for its time.	The image is a painting of a woman holding a baby, surrounded by other people. The woman is positioned in the center of the painting, and the baby is held close to her. There are several other people in the painting, some of them standing and others sitting. The painting is set in a room with a chair and a dining table visible in the background.	0.12962962962962962	0.175	0.14893616532367604	0.0273972602739726	0.03278688524590164	0.02985074130875556	0.12962962962962962	0.175	0.14893616532367604	0.7713319063186646	0.7248295545578003	0.7473580837249756	0.0	0.19392219384354523
361	It depicts the expulsion of Adam and Eve from the garden of Eden, from the biblical Book of Genesis chapter 3, albeit with a few differences from the canonical account.	The image features a painting of three naked men, each with their hands on their faces. The men are depicted in various positions, with one man standing on the left side of the painting, another in the middle, and the third on the right side. The men are all looking up, possibly at a celestial event or a symbolic representation. The painting captures the emotions and expressions of the men as they interact with their surroundings.	0.21739130434782608	0.1	0.1369862970538564	0.0	0.0	0.0	0.21739130434782608	0.1	0.1369862970538564	0.69783616065979	0.7047131657600403	0.7012578248977661	0.0	0.1963350785340314
377	But for one, the angels, very delicate in their tender forms and pale, gentle colouring, are from the more Gothic brush of Masolino; the angel in the upper right hand curve reveals the hand of Masaccio. The figure of St. Anne is much worn and hence to be judged with difficulty, but her hand, which seems to explore the depth of the picture-space, may well be an invention of Masaccio.	The image features a beautiful painting of a woman holding a baby. The woman is wearing a blue dress and is surrounded by several angels, some of which are positioned above her and others below her. The scene is set in a church, with the woman and baby at the center of attention. The painting captures the essence of love and care, as the woman nurtures her child in the presence of the angels.	0.2037037037037037	0.24444444444444444	0.22222221726354463	0.029411764705882353	0.027777777777777776	0.028571423575511075	0.14814814814814814	0.17777777777777778	0.16161615665748408	0.7671800851821899	0.7262158393859863	0.7461361289024353	0.0	0.19350811485642946
